mono,mono_index,date_index,tech_index,fruit_index,date,open,payoff_i,tech,timestep,forg_bout,dates.julian,RCI,s1,s2,s3,s4,s5,s6,s7,ps1,ps2,ps3,ps4,ps5,ps6,ps7,ks1,ks2,ks3,ks4,ks5,ks6,ks7,prs1,prs2,prs3,prs4,prs5,prs6,prs7,Yobs1,Yobs2,Yobs3,Yobs4,Yobs5,Yobs6,Yobs7,cos1,cos2,cos3,cos4,cos5,cos6,cos7,Moms1,Moms2,Moms3,Moms4,Moms5,Moms6,Moms7,y1,y2,y3,y4,y5,y6,y7,yob,age,age.c
EV,6,45,3,762,2/14/14,1,0.237829513,CANINE SEAM,762,82,397,,1,0,3,1,0,0,0,0.163157417,0,0.168630482,0.174027957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,5.4,1.8,0,0,0,0.013333333,0,0.3,0.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0.237829513,0,0,0,0,2006,9,0.173913043
EV,6,45,1,763,2/14/14,1,0.193193793,BACK ATTACK,763,83,397,"YJ,GW",1,0,3,1,0,0,0,0.163157417,0,0.168630482,0.174027957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,5.4,1.8,0,0,0,0.013333333,0,0.3,0.033333333,0,0,0,0,0,0,0,0,0,0,0.193193793,0,0,0,0,0,0,2006,9,0.173913043
EV,6,46,3,776,2/16/14,1,0.221151428,CANINE SEAM,776,84,399,"QJ,LN,EQ",1,0,4,1,0,0,0,0.163157417,0,0.216641302,0.174027957,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,1.5,0,6,1.5,0,0,0,0.011111111,0,0.265151515,0.027777778,0,0,0,0,0,0,0,0,0,0,0,0,0.221151428,0,0,0,0,2006,9,0.173913043
EV,6,46,3,779,2/16/14,1,0.174027957,CANINE SEAM,779,85,399,"MX,GW",2,0,4,1,0,0,0,0.177966372,0,0.216641302,0.174027957,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,2.571428571,0,5.142857143,1.285714286,0,0,0,0.033333333,0,0.227272727,0.023809524,0,0,0,0,0,0,0,0,0,0,0,0,0.174027957,0,0,0,0,2006,9,0.173913043
EV,6,47,7,794,2/17/14,1,0.323515453,SEAM STRIP,794,86,400,,2,0,4,1,0,0,0,0.177966372,0,0.216641302,0.174027957,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,2.571428571,0,5.142857143,1.285714286,0,0,0,0.033333333,0,0.227272727,0.023809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323515453,2006,9,0.173913043
EV,6,47,7,795,2/17/14,1,0.223347057,SEAM STRIP,795,87,400,,2,0,4,1,0,0,0,0.177966372,0,0.216641302,0.174027957,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,2.571428571,0,5.142857143,1.285714286,0,0,0,0.033333333,0,0.227272727,0.023809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223347057,2006,9,0.173913043
EV,6,47,3,801,2/17/14,1,0.181776598,CANINE SEAM,801,88,400,,2,0,4,1,0,0,0,0.177966372,0,0.216641302,0.174027957,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,2.571428571,0,5.142857143,1.285714286,0,0,0,0.033333333,0,0.227272727,0.023809524,0,0,0,0,0,0,0,0,0,0,0,0,0.181776598,0,0,0,0,2006,9,0.173913043
EV,6,50,3,814,12/21/14,0,0,CANINE SEAM,814,89,707,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,9,0.173913043
EV,6,50,3,815,12/21/14,0,0,CANINE SEAM,815,90,707,"YJ,LT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,9,0.173913043
EV,6,52,1,836,12/28/14,0,0,BACK ATTACK,836,91,714,,0,0,1,0,0,0,0,0,0,0.191360214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,9,0.173913043
EV,6,52,3,837,12/28/14,1,0.244239336,CANINE SEAM,837,92,714,,0,0,1,0,0,0,0,0,0,0.191360214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244239336,0,0,0,0,2006,9,0.173913043
EV,6,53,3,868,12/29/14,1,0.213577952,CANINE SEAM,868,93,715,,0,0,2,0,0,0,0,0,0,0.190319652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213577952,0,0,0,0,2006,9,0.173913043
EV,6,55,3,886,1/9/15,1,0.206770411,CANINE SEAM,886,94,726,"WZ,LN",0,0,2,0,0,0,1,0,0,0.251968536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0.277777778,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0.206770411,0,0,0,0,2006,9,0.173913043
EV,6,55,3,893,1/9/15,1,0.210367314,CANINE SEAM,893,95,726,,0,0,2,0,0,0,1,0,0,0.251968536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0.277777778,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0.210367314,0,0,0,0,2006,9,0.173913043
EV,6,56,7,915,1/10/15,1,0.228861869,SEAM STRIP,915,96,727,,0,0,2,0,0,0,1,0,0,0.251968536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0.277777778,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228861869,2006,9,0.173913043
EV,6,56,7,916,1/10/15,1,0.214870761,SEAM STRIP,916,97,727,,0,0,2,0,0,0,1,0,0,0.251968536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0.277777778,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214870761,2006,9,0.173913043
EV,6,60,3,995,1/14/15,1,0.513898342,CANINE SEAM,995,98,731,,0,0,2,0,0,0,2,0,0,0.239382699,0,0,0,0.105965904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,4.5,0,0,0.208333333,0,0,0,0.104166667,0,0,0,0,0,0,0,0,0,0.513898342,0,0,0,0,2006,9,0.173913043
EV,6,62,2,1024,1/22/15,1,0.378923179,BITE AND POP,1024,99,739,,0,0,2,0,0,0,2,0,0,0.239382699,0,0,0,0.105965904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,4.5,0,0,0.208333333,0,0,0,0.104166667,0,0,0,0,0,0,0,0,0.378923179,0,0,0,0,0,2006,9,0.173913043
EV,6,62,2,1025,1/22/15,0,0,BITE AND POP,1025,100,739,,0,0,2,0,0,0,2,0,0,0.239382699,0,0,0,0.105965904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,4.5,0,0,0.208333333,0,0,0,0.104166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,9,0.173913043
EV,6,62,3,1041,1/22/15,1,0.185560714,CANINE SEAM,1041,101,739,LD,0,0,3,1,0,0,2,0,0,0.159588466,0,0,0,0.105965904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1.5,0,0,3,0,0,0.222222222,0.041666667,0,0,0.069444445,0,0,0,0,0,0,0,0,0,0.185560714,0,0,0,0,2006,9,0.173913043
EV,6,63,7,1054,1/23/15,0,0,SEAM STRIP,1054,102,740,,0,0,4,1,0,0,1,0,0,0.163704097,0,0,0,0.211931809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.5,0,0,1.5,0,0,0.277777778,0.041666667,0,0,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,9,0.173913043
EV,6,63,7,1055,1/23/15,1,0.281266414,SEAM STRIP,1055,103,740,,0,0,4,1,0,0,1,0,0,0.163704097,0,0,0,0.211931809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.5,0,0,1.5,0,0,0.277777778,0.041666667,0,0,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281266414,2006,9,0.173913043
EV,6,63,2,1058,1/23/15,1,0.314657978,BITE AND POP,1058,104,740,EH,0,0,6,1,0,0,1,0,0,0.109136064,0,0,0,0.211931809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,1.125,0,0,1.125,0,0,0.333333333,0.03125,0,0,0.03125,0,0,0,0,0,0,0,0,0.314657978,0,0,0,0,0,2006,9,0.173913043
EV,6,65,4,1088,1/25/15,1,0.190584222,CHEW HOLE,1088,105,742,LT,0,0,6,1,0,0,1,0,0,0.089781858,0,0,0,0.211931809,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,6.75,1.125,0,0,1.125,0,0,0.283333333,0.03125,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0.190584222,0,0,0,2006,9,0.173913043
EV,6,65,2,1089,1/25/15,1,0.296974204,BITE AND POP,1089,106,742,,0,0,6,1,0,0,1,0,0,0.089781858,0,0,0,0.211931809,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,6.75,1.125,0,0,1.125,0,0,0.283333333,0.03125,0,0,0.03125,0,0,0,0,0,0,0,0,0.296974204,0,0,0,0,0,2006,9,0.173913043
EV,6,66,1,1118,1/26/15,0,0,BACK ATTACK,1118,107,743,,0,0,6,1,0,0,1,0,0,0.089781858,0,0,0,0.211931809,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,6.75,1.125,0,0,1.125,0,0,0.283333333,0.03125,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,9,0.173913043
EV,6,66,7,1119,1/26/15,1,0.208877645,SEAM STRIP,1119,108,743,,0,0,6,1,0,0,1,0,0,0.089781858,0,0,0,0.211931809,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,6.75,1.125,0,0,1.125,0,0,0.283333333,0.03125,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208877645,2006,9,0.173913043
EV,6,68,7,1164,2/8/15,1,0.220623949,SEAM STRIP,1164,109,756,MX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220623949,2006,9,0.173913043
EV,6,68,3,1167,2/8/15,1,1.442694793,CANINE SEAM,1167,110,756,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.442694793,0,0,0,0,2006,9,0.173913043
EV,6,68,7,1168,2/8/15,1,0.27295842,SEAM STRIP,1168,111,756,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27295842,2006,9,0.173913043
EV,6,68,7,1171,2/8/15,1,0.202070826,SEAM STRIP,1171,112,756,LD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202070826,2006,9,0.173913043
EV,6,68,3,1172,2/8/15,1,0.230907775,CANINE SEAM,1172,113,756,"LN,GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230907775,0,0,0,0,2006,9,0.173913043
EV,6,69,1,1213,2/9/15,0,0,BACK ATTACK,1213,114,757,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,9,0.173913043
EV,6,69,7,1214,2/9/15,1,0.249542515,SEAM STRIP,1214,115,757,MX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249542515,2006,9,0.173913043
EV,6,71,3,1253,2/11/15,1,0.23021289,CANINE SEAM,1253,116,759,xxbaby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23021289,0,0,0,0,2006,9,0.173913043
EV,6,71,3,1273,2/11/15,1,0.211533311,CANINE SEAM,1273,117,759,,0,0,1,0,0,0,0,0,0,0.267546386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211533311,0,0,0,0,2006,9,0.173913043
EV,6,72,1,1326,2/12/15,1,0.197281298,BACK ATTACK,1326,118,760,,0,0,3,1,0,0,0,0,0,0.234998223,0.167255244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,2.25,0,0,0,0,0,0.145833333,0.041666667,0,0,0,0,0,0,0,0,0,0,0.197281298,0,0,0,0,0,0,2006,9,0.173913043
EV,6,72,4,1327,2/12/15,1,0.218104055,CHEW HOLE,1327,119,760,EQ,0,0,3,1,0,0,0,0,0,0.234998223,0.167255244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,2.25,0,0,0,0,0,0.145833333,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218104055,0,0,0,2006,9,0.173913043
EV,6,73,3,1335,2/13/15,1,0.232338494,CANINE SEAM,1335,120,761,,0,0,3,1,0,0,0,0,0,0.234998223,0.167255244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,2.25,0,0,0,0,0,0.145833333,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0.232338494,0,0,0,0,2006,9,0.173913043
EV,6,73,3,1353,2/13/15,1,0.211533311,CANINE SEAM,1353,121,761,,1,0,3,1,0,0,0,0.254334778,0,0.234998223,0.167255244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,5.4,1.8,0,0,0,0.1,0,0.116666667,0.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0.211533311,0,0,0,0,2006,9,0.173913043
EV,6,74,7,1413,2/16/15,1,0.210751171,SEAM STRIP,1413,122,764,HE,3,0,5,1,0,0,0,0.240125623,0,0.22848859,0.167255244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,1,0,0,0,0.118518519,0,0.092592593,0.018518519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210751171,2006,9,0.173913043
EV,6,74,3,1416,2/16/15,1,0.242298871,CANINE SEAM,1416,123,764,LD,3,0,5,1,0,0,0,0.240125623,0,0.22848859,0.167255244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,1,0,0,0,0.118518519,0,0.092592593,0.018518519,0,0,0,0,0,0,0,0,0,0,0,0,0.242298871,0,0,0,0,2006,9,0.173913043
EV,6,74,7,1417,2/16/15,1,0.237829514,SEAM STRIP,1417,124,764,,3,0,5,1,0,0,0,0.240125623,0,0.22848859,0.167255244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,1,0,0,0,0.118518519,0,0.092592593,0.018518519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237829514,2006,9,0.173913043
GW,7,4,6,19,12/11/13,0,0,SCRUB,19,1,332,,0,1,0,1,0,0,0,0,0,0,0.17909925,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1.5,0,1.5,0,0,0,0,0.125,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,3,-5.826086957
GW,7,5,2,30,12/14/13,0,0,BITE AND POP,30,2,335,GW,0,1,0,1,0,0,0,0,0,0,0.17909925,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1.5,0,1.5,0,0,0,0,0.125,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,3,-5.826086957
GW,7,7,4,39,12/17/13,0,0,CHEW HOLE,39,3,338,,2,1,0,1,0,0,0,0,0,0,0.17909925,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,1.5,0.75,0,0.75,0,0,0,0.285714286,0.0625,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,3,-5.826086957
GW,7,9,2,48,12/19/13,0,0,BITE AND POP,48,4,340,,2,4,0,1,0,0,0,0,0,0,0.17909925,0,0,0,0,0.142857143,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0.857142857,1.714285714,0,0.428571429,0,0,0,0.163265306,0.198979592,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,3,-5.826086957
GW,7,13,4,80,1/6/14,1,0.352956124,CHEW HOLE,80,5,358,EH,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,3,0,0,0,0,0,0,0.154411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352956124,0,0,0,2012,3,-5.826086957
GW,7,18,2,134,1/11/14,0,0,BITE AND POP,134,6,363,,0,4,0,2,0,0,1,0,0,0,0.125935324,0,0,0,0,0.142857143,0,0.142857143,0,0,0,0,0.142857143,0,0,0,0,0,0,1.714285714,0,0.857142857,0,0,0.428571429,0,0.091736695,0,0.095238095,0,0,0.023809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,3,-5.826086957
GW,7,19,4,150,1/12/14,0,0,CHEW HOLE,150,7,364,,0,4,0,2,0,0,1,0,0,0,0.125935324,0,0,0,0,0.142857143,0,0.142857143,0,0,0,0,0.142857143,0,0,0,0,0,0,1.714285714,0,0.857142857,0,0,0.428571429,0,0.091736695,0,0.095238095,0,0,0.023809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,3,-5.826086957
GW,7,21,2,188,1/14/14,0,0,BITE AND POP,188,8,366,,3,4,0,3,0,0,1,0.058474982,0,0,0.083956883,0,0,0,0.090909091,0.090909091,0,0.090909091,0,0,0,0,0.090909091,0,0,0,0,0,0.818181818,1.090909091,0,0.818181818,0,0,0.272727273,0.069805195,0.058377897,0,0.083333333,0,0,0.015151515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,3,-5.826086957
